1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtFinSF1,BsmtUnfSF,GarageArea,GarageYrBlt,GrLivArea,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice_log,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_No,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_Rec,BsmtFinType1_Unf,GarageFinish_RFn,GarageFinish_Unf,KitchenQual_Fa,KitchenQual_Gd,KitchenQual_TA
625,625.0,2.0,0,625,625,2006.0,1250,4017,35.0,0.0,54,5,7,625,2006,2007,12.05466819137094,False,False,True,False,False,False,False,True,False,False,False,True,False
1636,971.0,3.0,152,977,0,1980.0,3086,18030,138.0,0.0,0,6,5,1598,1946,1994,12.20856952572876,False,False,True,False,False,False,True,False,False,True,False,False,False
1170,1175.0,4.0,503,449,360,1932.0,2345,16560,80.0,0.0,0,8,6,952,1932,1950,12.384218830913648,False,False,True,False,False,False,True,False,False,True,False,False,True
2129,743.0,4.0,700,983,541,1992.0,2872,10678,85.0,337.0,33,5,8,1683,1992,2000,12.560244459250788,False,False,True,False,True,False,False,False,False,False,False,True,False
923,0.0,3.0,658,218,264,1984.0,923,6951,37.0,0.0,0,5,5,876,1984,1985,11.691071650353702,False,False,True,False,False,False,False,False,False,True,False,False,True
818,406.0,3.0,468,350,210,1926.0,1224,3950,69.0,0.0,0,8,6,818,1926,2004,11.652687407345388,False,False,True,False,False,False,True,False,False,True,False,False,True
820,523.0,3.0,0,731,186,1921.0,1343,7681,54.0,0.0,0,6,5,731,1921,1950,11.95053502640496,False,False,True,False,False,False,False,True,False,True,False,False,True
1124,0.0,3.0,0,0,0,1980.0,1124,8335,77.0,0.0,36,5,5,0,1954,1954,11.440354772135391,False,False,True,False,False,False,False,True,False,True,False,False,True
1298,1216.0,4.0,1216,0,693,1990.0,2514,11170,69.0,0.0,0,5,7,1216,1990,1991,12.429216196844385,False,False,True,False,False,True,False,False,False,False,False,False,True
1652,0.0,2.0,1480,120,482,2008.0,1652,5587,64.0,186.0,53,5,8,1600,2008,2008,12.8802918162046,True,False,False,False,True,False,False,False,False,True,False,True,False
2411,2065.0,4.0,2096,300,813,1996.0,4476,15623,160.0,0.0,78,5,10,2396,1996,1996,13.521139497361697,False,False,False,False,True,False,False,False,False,False,False,False,False
1130,0.0,2.0,821,299,720,1970.0,1130,10800,60.0,0.0,0,6,5,1120,1920,1950,11.695247021764184,False,False,True,False,False,False,False,True,False,True,False,False,True
1572,0.0,3.0,1159,413,995,1963.0,1572,35133,50.0,226.0,263,4,5,1572,1963,1963,12.137258329529814,True,False,False,False,False,False,True,False,True,False,False,False,True
949,272.0,4.0,392,392,392,1965.0,1221,9738,60.0,0.0,0,7,5,784,1924,1950,11.560762794384388,False,False,True,True,False,False,False,False,False,True,False,False,True
1014,685.0,3.0,440,538,420,1920.0,1699,10615,107.0,0.0,74,5,3,978,1900,1970,11.461632170582678,False,True,False,True,False,False,False,False,False,True,False,False,True
1624,0.0,2.0,1456,168,757,1994.0,1624,12461,89.0,0.0,114,5,8,1624,1994,1995,12.476099782743232,False,False,True,False,True,False,False,False,True,False,False,True,False
831,829.0,3.0,0,831,493,2002.0,1660,8935,68.0,95.0,68,5,7,831,2002,2002,12.180754837545884,False,False,True,False,False,False,False,True,True,False,False,True,False
1028,776.0,3.0,0,994,442,1999.0,1804,7500,60.0,0.0,60,5,7,994,1999,1999,12.14950229404178,False,False,True,False,False,False,False,True,False,False,False,True,False
1622,0.0,3.0,1159,90,1356,1975.0,1622,32463,69.0,149.0,0,4,4,1249,1961,1975,12.031719258385396,False,False,False,True,False,False,False,False,False,False,False,False,True
764,677.0,2.0,0,776,492,1999.0,1441,2645,24.0,456.0,0,5,8,776,1999,2000,12.066810578196666,False,False,True,False,False,False,False,True,False,True,False,True,False
842,630.0,3.0,0,702,250,1925.0,1472,9600,60.0,0.0,0,8,5,702,1925,1994,11.736069016284436,False,True,False,False,False,False,False,True,False,True,False,True,False
1224,0.0,2.0,883,341,402,1999.0,1224,4500,69.0,425.0,304,5,6,1224,1999,1999,12.013700752882718,False,False,True,False,True,False,False,False,False,False,False,False,True
663,689.0,4.0,371,292,299,1969.0,1352,9364,80.0,143.0,36,7,6,663,1969,1969,11.970350312009105,False,False,True,False,False,False,False,False,False,False,False,False,True
728,728.0,3.0,0,728,400,2005.0,1456,8029,51.0,0.0,24,5,6,728,2005,2005,12.078239274020287,False,False,True,False,False,False,False,True,False,True,False,True,False
879,984.0,4.0,0,879,660,2006.0,1863,14054,58.0,0.0,17,5,7,879,2006,2006,12.297785453453374,False,False,False,False,False,False,False,True,False,False,False,True,False
815,875.0,3.0,0,815,225,1916.0,1690,8850,65.0,0.0,0,6,7,815,1916,1950,11.877568578558138,False,False,True,False,False,False,False,True,False,True,False,False,True
1212,0.0,3.0,0,1212,573,2001.0,1212,9100,70.0,0.0,0,5,7,1212,2001,2001,12.089538829274222,False,False,True,False,False,False,False,True,True,False,False,True,False
1382,0.0,3.0,547,504,459,1974.0,1382,11235,75.0,51.0,82,5,4,1051,1963,1979,11.904967552746252,False,False,True,False,False,False,True,False,False,True,False,False,True
864,0.0,3.0,0,864,280,1972.0,864,9353,71.0,0.0,0,5,4,864,1970,1970,11.661776411702585,False,False,True,False,False,False,False,True,False,True,False,False,True
866,913.0,3.0,0,866,546,1998.0,1779,10400,80.0,0.0,36,5,7,866,1998,1998,12.195517131590655,False,False,False,False,False,False,False,True,True,False,False,True,False
884,464.0,3.0,0,884,216,1960.0,1348,6000,50.0,0.0,0,8,5,884,1925,1997,11.669929213779891,False,False,True,False,False,False,False,True,False,True,False,False,True
1630,0.0,3.0,0,1630,451,2000.0,1630,9750,75.0,171.0,234,5,7,1630,2000,2001,12.269047444691562,False,False,True,False,False,False,False,True,False,True,False,True,False
1074,0.0,3.0,788,268,495,1975.0,1074,10140,78.0,0.0,88,6,5,1056,1975,1975,11.941455846009388,False,False,True,False,False,False,False,False,True,False,False,False,True
2196,0.0,3.0,485,1496,701,1990.0,2196,14684,90.0,234.0,70,7,7,2158,1990,1991,12.513189630620564,False,True,False,False,False,False,False,False,True,False,False,True,False
1056,0.0,3.0,1056,0,384,1966.0,1056,8900,69.0,0.0,42,4,4,1056,1966,1966,11.580584113444043,False,False,True,False,False,False,True,False,False,True,False,False,True
1700,0.0,3.0,340,1342,544,2003.0,1700,9135,70.0,120.0,23,5,6,1682,2003,2003,12.206072645530174,False,False,False,False,True,False,False,False,True,False,False,True,False
1283,0.0,3.0,504,319,506,1980.0,1283,7763,70.0,0.0,0,7,5,931,1962,1980,11.84939770159144,False,False,True,False,False,False,True,False,False,True,False,False,True
1660,0.0,3.0,1220,440,500,2006.0,1660,10182,85.0,420.0,50,5,8,1660,2006,2006,12.577636201962656,False,True,False,False,True,False,False,False,True,False,False,True,False
1055,790.0,3.0,0,1055,462,1992.0,1845,11218,70.0,0.0,104,5,6,1055,1992,1992,12.14950229404178,False,False,True,False,False,False,False,True,True,False,False,True,False
1080,672.0,4.0,427,132,492,1988.0,1752,12134,152.0,0.0,12,7,8,559,1988,2005,12.007621706806336,False,False,False,False,True,False,False,False,True,False,False,False,True
672,0.0,2.0,344,328,234,1941.0,672,9340,50.0,0.0,113,6,4,672,1941,1950,11.635143097694478,False,False,True,False,False,False,True,False,False,True,False,False,True
960,0.0,0.0,648,0,364,1965.0,960,10246,69.0,0.0,0,9,4,648,1965,2001,11.884489021402713,False,False,False,False,True,False,False,False,False,True,False,False,True
999,0.0,3.0,784,141,300,1962.0,999,10205,69.0,0.0,72,5,5,925,1962,1962,11.809319478024031,False,False,False,True,False,False,False,False,False,True,False,False,True
894,0.0,3.0,180,340,384,1966.0,894,7094,99.0,0.0,0,5,5,894,1966,1966,11.736069016284436,False,False,True,False,False,False,True,False,False,True,False,False,True
1318,584.0,4.0,0,0,539,1978.0,1902,8930,68.0,0.0,0,5,6,0,1978,1978,11.626254150277232,False,False,True,False,False,False,False,True,False,True,False,False,True
1314,0.0,3.0,936,364,552,2009.0,1314,8640,72.0,72.0,112,5,8,1300,2009,2009,12.343466568968994,False,True,False,False,True,False,False,False,True,False,False,True,False
672,0.0,2.0,0,0,0,1980.0,912,6240,52.0,0.0,0,5,4,0,1947,1950,11.296012463406656,False,False,True,False,False,False,False,True,False,True,False,False,True
672,546.0,3.0,0,672,0,1980.0,1218,1680,21.0,236.0,0,5,6,672,1971,1971,11.424094251263613,False,False,True,False,False,False,False,True,False,True,False,False,True
912,0.0,2.0,312,0,288,1964.0,912,7800,66.0,0.0,0,5,5,912,1964,1964,11.652687407345388,False,False,True,False,False,False,True,False,False,True,False,False,True
1211,0.0,3.0,250,210,322,1968.0,1211,8250,55.0,0.0,63,5,5,952,1968,1968,11.805595078933049,False,False,True,True,False,False,False,False,False,True,False,False,True
1168,678.0,3.0,196,844,315,1949.0,1846,10496,78.0,320.0,0,6,6,1040,1949,1950,11.870599909242044,False,True,False,False,False,False,True,False,False,True,False,False,True
2136,0.0,4.0,756,1380,528,1951.0,2136,10680,89.0,44.0,30,3,5,2136,1951,1951,11.834284063781393,False,False,True,False,False,True,False,False,False,True,False,False,True
788,702.0,3.0,724,64,388,2004.0,1490,15384,60.0,0.0,75,5,7,788,2004,2005,12.122691036591124,False,False,False,False,True,False,False,False,False,False,False,True,False
1138,0.0,3.0,507,81,264,1958.0,1138,10482,65.0,63.0,0,8,6,588,1958,1958,11.884489021402713,False,False,False,False,True,False,False,False,False,True,False,False,True
894,1039.0,4.0,0,894,668,2007.0,1933,14598,86.0,74.0,18,5,6,894,2007,2007,12.273731294003989,False,True,False,False,False,False,False,True,False,False,False,True,False
912,0.0,2.0,595,317,576,1992.0,912,8872,72.0,300.0,240,8,5,912,1965,2008,11.898187865760873,False,False,True,False,False,False,False,False,False,True,False,True,False
1702,0.0,1.0,1540,162,1052,2008.0,1702,8769,65.0,766.0,72,5,9,1702,2008,2008,12.813917896253695,False,False,True,False,True,False,False,False,False,False,False,False,False
1507,0.0,4.0,666,409,404,1960.0,1507,7910,70.0,0.0,0,5,5,1075,1960,1960,11.751942365440728,False,False,True,False,False,False,False,False,False,True,False,False,True
1361,1259.0,4.0,498,652,600,1977.0,2620,18890,69.0,1.0,24,5,5,1361,1977,1977,12.154779351142624,False,False,True,False,True,False,False,False,True,False,False,False,True
1190,0.0,3.0,803,303,540,1962.0,1190,7728,70.0,120.0,18,6,5,1106,1962,1962,11.794337924408412,False,False,False,False,False,False,False,False,False,True,False,False,True
1224,0.0,2.0,0,0,462,1962.0,1224,9842,70.0,0.0,0,5,4,0,1962,1962,11.53076538309856,False,False,True,False,False,False,False,True,False,True,False,False,True
1188,0.0,3.0,1000,188,531,1959.0,1188,12160,69.0,180.0,0,5,5,1188,1959,1959,11.8635823365834,False,False,True,False,False,False,True,False,True,False,False,False,True
1024,940.0,4.0,0,940,0,1980.0,1964,8525,55.0,0.0,192,6,5,940,1911,1950,11.77528972943772,False,False,False,False,False,False,False,True,False,True,False,False,True
892,892.0,4.0,0,747,180,1914.0,1784,13132,96.0,0.0,40,5,5,747,1914,1950,11.841415931849784,False,True,False,False,False,False,False,True,False,True,False,False,True
764,862.0,2.0,0,764,474,2003.0,1626,2628,36.0,106.0,27,5,7,764,2003,2003,12.075394321888057,False,False,True,False,False,False,False,True,True,False,False,True,False
847,1101.0,3.0,0,847,434,2004.0,1948,12393,41.0,0.0,48,5,7,847,2004,2005,12.180754837545884,False,False,True,False,False,False,False,True,False,True,False,True,False
1141,0.0,3.0,0,1141,484,2005.0,1141,13072,63.0,0.0,0,5,6,1141,2005,2005,11.867097278690842,False,False,True,False,False,False,False,True,False,True,False,False,True
1484,0.0,3.0,428,1048,472,2006.0,1484,9037,64.0,32.0,33,5,8,1476,2006,2006,12.490875577231112,False,False,False,False,True,False,False,False,True,False,False,False,False
884,884.0,3.0,550,334,543,2003.0,1768,8158,65.0,252.0,63,5,7,884,2003,2003,12.323411137947408,False,False,True,False,True,False,False,False,False,True,False,True,False
1689,0.0,3.0,0,1689,954,2007.0,1689,9849,83.0,0.0,56,6,7,1689,2007,2007,12.422505731952896,False,False,False,False,False,False,False,True,True,False,False,True,False
1173,0.0,3.0,885,0,528,1974.0,1173,10625,85.0,81.0,120,6,7,1053,1974,1974,12.0435537160324,True,False,False,False,True,False,False,False,True,False,False,True,False
2076,0.0,2.0,1386,690,850,2006.0,2076,13891,107.0,0.0,229,5,10,2076,2006,2006,13.049792684569493,True,False,False,False,True,False,False,False,False,True,False,False,False
792,725.0,3.0,0,792,400,1931.0,1517,11435,69.0,0.0,0,7,8,792,1929,1950,12.345834587905332,False,False,True,False,False,False,False,True,False,True,False,True,False
1140,728.0,3.0,0,585,477,1984.0,1868,12090,78.0,74.0,112,7,6,585,1984,2003,12.089538829274222,False,False,True,False,False,False,False,True,False,False,False,False,True
756,797.0,3.0,0,756,615,2005.0,1553,8125,65.0,0.0,45,5,7,756,2005,2006,12.136186518066006,False,False,True,False,False,False,False,True,True,False,False,True,False
1034,0.0,3.0,539,473,888,1976.0,1034,12328,69.0,335.0,0,5,6,1012,1976,1976,12.042965307660024,False,False,False,False,True,False,False,False,False,True,False,False,True
1134,924.0,3.0,319,416,396,1950.0,2058,9600,60.0,0.0,0,5,6,735,1917,1950,11.771436160121729,False,False,True,False,False,False,True,False,False,True,False,False,True
988,0.0,3.0,534,246,276,1950.0,988,7200,60.0,0.0,80,7,5,876,1950,1950,11.686878772093667,False,False,True,True,False,False,False,False,False,True,False,False,True
2110,0.0,3.0,1065,1045,522,1968.0,2110,11160,93.0,0.0,0,5,7,2110,1968,1968,12.404923504275338,False,False,True,False,False,False,False,False,False,False,False,False,False
1405,0.0,2.0,0,1405,478,2003.0,1405,3136,69.0,163.0,36,5,7,1405,2003,2003,12.053795210084596,False,False,True,False,False,False,False,True,True,False,False,True,False
874,0.0,3.0,510,354,288,1968.0,874,9858,62.0,0.0,0,6,5,864,1968,1968,11.77528972943772,False,False,True,False,False,False,False,True,True,False,False,False,True
1516,651.0,3.0,125,36,518,1974.0,2167,17542,69.0,0.0,47,7,7,1192,1974,2003,12.591335046320818,True,False,False,False,False,True,False,False,True,False,False,True,False
760,896.0,3.0,0,746,397,2003.0,1656,6931,60.0,92.0,128,5,7,746,2003,2004,12.016122061571728,False,False,True,False,False,False,False,True,False,False,False,True,False
959,408.0,3.0,425,459,560,1978.0,1367,6240,52.0,0.0,0,6,6,884,1931,1950,11.755871643580615,False,False,True,False,False,True,False,False,False,True,False,False,True
1987,0.0,2.0,1314,672,691,1994.0,1987,14303,91.0,554.0,36,5,8,1986,1994,1994,12.616525295149378,True,False,False,False,True,False,False,False,False,False,False,True,False
864,0.0,2.0,0,864,0,1980.0,864,4060,56.0,0.0,96,8,5,864,1922,1950,11.511924964636645,False,False,True,False,False,False,False,True,False,True,False,False,True
1166,0.0,2.0,655,201,400,2005.0,1166,9587,59.0,182.0,0,5,7,856,2005,2005,12.154779351142624,True,False,False,False,True,False,False,False,False,False,False,True,False
1054,0.0,3.0,602,14,460,1969.0,1054,9750,65.0,0.0,0,8,6,1054,1969,1969,11.925035115797062,False,False,True,False,False,False,False,False,False,True,False,False,True
892,783.0,3.0,0,841,502,1999.0,1675,24682,69.0,0.0,103,5,6,841,1999,1999,12.106252310247962,False,False,True,False,False,False,False,True,False,False,False,False,True
1050,0.0,2.0,504,546,338,1956.0,1050,9600,80.0,0.0,0,6,5,1050,1956,1956,11.766792188927278,False,False,True,False,False,False,True,False,False,True,False,False,True
1104,684.0,5.0,0,1104,304,1957.0,1788,11250,69.0,0.0,0,5,4,1104,1957,1989,11.992260421644849,False,False,False,False,False,False,False,True,False,True,False,False,True
1060,764.0,3.0,0,764,520,1940.0,1824,13515,60.0,0.0,0,6,6,764,1919,1950,12.103486056755072,False,False,True,False,False,False,False,True,False,True,False,False,True
1337,0.0,2.0,266,1139,511,1998.0,1337,4060,34.0,0.0,68,5,6,1405,1998,1999,12.106252310247962,False,False,True,False,True,False,False,False,False,False,False,True,False
713,739.0,3.0,450,241,506,1999.0,1452,3735,35.0,218.0,34,5,7,691,1999,1999,12.122147410592412,False,False,True,False,True,False,False,False,False,True,False,True,False
964,925.0,4.0,0,925,308,1960.0,1889,10120,60.0,0.0,0,4,7,925,1910,1950,11.711776323715394,False,False,True,False,False,False,False,True,False,True,False,False,True
2018,0.0,3.0,0,2002,746,2009.0,2018,13214,89.0,0.0,76,5,9,2002,2008,2009,12.84397135185964,True,False,False,False,False,False,False,True,False,False,False,False,False
1968,1479.0,4.0,192,536,1014,1982.0,3447,14100,69.0,632.0,12,9,8,728,1935,1997,12.85055465410884,False,True,False,False,False,False,True,False,False,True,False,True,False
874,650.0,3.0,460,414,315,1958.0,1524,11344,78.0,180.0,0,5,5,874,1958,1958,11.877568578558138,False,False,True,True,False,False,False,False,False,True,False,False,True
1332,192.0,0.0,1258,74,586,1979.0,1524,23595,69.0,0.0,0,6,7,1332,1979,1979,12.468436909997664,True,False,False,False,True,False,False,False,False,False,False,True,False
1489,0.0,3.0,0,1489,462,1968.0,1489,9156,69.0,0.0,0,7,6,1489,1968,1968,12.132156962580003,False,False,True,False,False,False,False,True,True,False,False,True,False
935,0.0,3.0,560,0,288,1965.0,935,13526,69.0,114.0,0,6,5,935,1965,1965,11.827736204810265,False,False,True,True,False,False,False,False,False,True,False,False,True
1357,0.0,2.0,719,300,312,1959.0,1357,11512,124.0,84.0,0,7,6,1019,1959,2006,12.083905011555968,False,False,False,False,False,False,False,False,True,False,False,False,False
661,589.0,3.0,0,661,552,1985.0,1250,5362,53.0,0.0,0,6,5,661,1910,2003,11.842229212112828,False,False,True,False,False,False,False,True,False,True,False,False,True
928,992.0,4.0,220,708,400,1948.0,1920,11345,95.0,567.0,0,5,5,928,1948,1950,11.827736204810265,False,False,True,False,False,False,True,False,False,True,False,False,True
735,660.0,3.0,593,130,497,1972.0,1395,12936,69.0,0.0,116,6,6,723,1972,1972,11.99535161421452,False,False,True,True,False,False,False,False,False,True,False,False,True
1724,0.0,3.0,528,1152,480,1967.0,1724,17871,69.0,359.0,0,5,6,1680,1967,1976,12.195517131590655,False,False,False,False,False,False,False,False,True,False,False,False,True
1128,903.0,3.0,804,324,577,2002.0,2031,9473,75.0,0.0,211,5,8,1128,2002,2002,12.375815420117268,False,False,True,False,True,False,False,False,False,True,False,True,False
698,430.0,2.0,0,698,528,1980.0,1128,7500,60.0,0.0,0,4,4,698,1920,1950,11.13312810361064,False,False,True,False,False,False,False,True,True,False,False,False,True
1573,0.0,3.0,788,785,544,2002.0,1573,9808,67.0,110.0,72,5,7,1573,2002,2002,12.33270529646354,False,False,True,False,True,False,False,False,True,False,False,True,False
1339,0.0,3.0,1053,256,484,1990.0,1339,8049,50.0,54.0,58,5,7,1309,1990,1990,12.100712129872347,False,False,True,False,False,False,False,False,False,False,False,False,True
1040,0.0,3.0,532,364,484,1977.0,1040,8800,61.0,0.0,0,7,5,1040,1977,2008,11.921718363171069,False,True,False,False,False,True,False,False,False,True,False,True,False
912,912.0,4.0,0,912,0,1980.0,1824,9400,94.0,0.0,0,5,6,912,1971,1971,11.842229212112828,False,False,False,False,False,False,False,True,False,True,False,False,True
1699,748.0,4.0,0,804,336,1969.0,2447,9638,50.0,0.0,0,7,6,804,1919,1990,12.037653993905211,False,False,True,False,False,False,False,True,False,True,False,True,False
825,587.0,4.0,0,780,280,1939.0,1412,6000,50.0,0.0,0,6,6,780,1939,1950,11.794337924408412,False,False,True,False,False,False,False,True,False,True,False,False,True
1328,0.0,3.0,569,678,528,1963.0,1328,9790,69.0,451.0,26,5,6,1328,1963,1963,11.870599909242044,False,False,True,False,False,False,False,False,False,True,False,False,True
1582,0.0,4.0,812,812,390,1964.0,1582,36500,69.0,621.0,198,5,5,1624,1964,1964,12.154779351142624,False,False,False,False,False,False,True,False,False,True,False,False,True
1659,0.0,2.0,1158,343,499,2000.0,1659,5664,40.0,0.0,59,5,8,1501,2000,2000,12.535376392672774,False,False,True,False,True,False,False,False,False,False,False,False,False
1120,850.0,3.0,0,1085,753,2006.0,1970,11065,86.0,788.0,74,5,8,1085,2006,2006,12.546109948315882,False,True,False,False,False,False,False,True,False,False,False,False,False
1152,0.0,3.0,1014,138,484,1964.0,1152,14112,69.0,86.0,0,7,5,1152,1964,1964,12.103486056755072,False,False,False,False,True,False,False,False,True,False,False,False,True
630,672.0,3.0,231,399,264,1972.0,1302,1680,21.0,268.0,0,7,5,630,1972,1972,11.691071650353702,False,False,True,False,False,False,False,False,False,True,False,False,True
1378,994.0,4.0,0,994,432,1985.0,2372,6600,60.0,0.0,287,4,5,994,1892,1965,11.585246126549857,False,False,True,False,False,False,False,True,True,False,False,False,True
832,832.0,4.0,194,638,528,1976.0,1664,10140,78.0,0.0,28,5,7,832,1976,1976,12.000891794590135,False,False,True,False,True,False,False,False,True,False,False,False,True
864,0.0,2.0,167,697,572,1957.0,864,8172,60.0,0.0,0,7,5,864,1955,1990,11.652687407345388,False,False,True,False,False,False,True,False,False,True,False,False,True
1052,0.0,3.0,1016,36,288,1968.0,1052,8400,70.0,168.0,0,5,5,1052,1968,1968,11.83862560460953,False,False,False,False,False,False,False,True,True,False,False,False,True
1128,0.0,3.0,776,344,525,1963.0,1128,8700,80.0,148.0,20,6,5,1120,1963,1963,11.951180395901384,False,True,False,False,False,False,False,False,True,False,False,False,True
1072,0.0,2.0,547,0,525,2005.0,1072,3675,35.0,82.0,44,5,6,547,2005,2006,11.84939770159144,True,False,False,False,True,False,False,False,False,False,False,False,True
4692,950.0,3.0,5644,466,1418,2008.0,5642,63887,313.0,796.0,292,5,10,6110,2008,2008,11.982929094215963,True,False,False,False,True,False,False,False,False,False,False,False,False
1246,0.0,3.0,340,0,305,1959.0,1246,7500,75.0,0.0,0,7,5,1246,1959,1994,11.944707881395766,False,False,True,False,False,True,False,False,True,False,False,True,False
1005,978.0,3.0,694,284,490,1999.0,1983,10762,69.0,344.0,0,5,7,978,1999,1999,12.323855681186558,False,False,True,False,True,False,False,False,False,False,False,True,False
753,741.0,3.0,547,224,213,1942.0,1494,7500,69.0,0.0,0,7,6,771,1942,1950,12.086725887897607,False,False,True,True,False,False,False,False,False,True,False,True,False
1203,1323.0,4.0,740,425,844,1994.0,2526,10120,92.0,391.0,78,5,8,1165,1994,1994,12.577636201962656,False,False,True,False,True,False,False,False,False,True,False,True,False
1616,0.0,3.0,0,1616,834,2005.0,1616,8688,73.0,228.0,59,5,7,1616,2005,2005,12.354492650648448,False,False,False,False,False,False,False,True,True,False,False,True,False
976,732.0,3.0,0,976,380,2004.0,1708,3363,32.0,117.0,40,5,7,976,2004,2004,11.77528972943772,False,False,True,False,False,False,False,True,False,True,False,True,False
1652,0.0,2.0,1572,80,840,2006.0,1652,13173,108.0,300.0,102,5,9,1652,2006,2007,12.691580461311874,False,False,True,False,True,False,False,False,False,False,False,False,False
1368,0.0,2.0,0,1368,474,2005.0,1368,6955,48.0,94.0,35,5,7,1368,2005,2006,12.218495165528733,False,False,True,False,False,False,False,True,True,False,False,True,False
990,0.0,3.0,746,244,480,2000.0,990,8072,60.0,0.0,64,5,5,990,1994,1995,11.83500896413934,False,False,True,False,False,False,False,False,False,True,False,False,True
1122,0.0,2.0,144,172,528,1948.0,1122,12000,100.0,0.0,36,7,5,924,1948,2005,11.898187865760873,False,False,True,False,True,False,False,False,False,True,False,True,False
1294,0.0,3.0,1200,78,496,1991.0,1294,7153,69.0,88.0,51,5,6,1278,1991,1991,12.096257779522968,False,False,True,False,True,False,False,False,False,True,False,True,False
1902,0.0,3.0,1406,496,567,1959.0,1902,17500,100.0,0.0,207,8,7,1902,1959,2002,12.721885810807205,False,False,False,False,True,False,False,False,False,False,False,False,False
1274,0.0,3.0,925,349,508,2005.0,1274,8814,68.0,80.0,98,5,7,1274,2005,2007,12.220961258023925,False,False,True,False,True,False,False,False,False,True,False,True,False
1453,1357.0,4.0,482,971,750,1990.0,2810,9572,69.0,336.0,0,5,8,1453,1990,1990,12.618182296357007,False,False,True,False,True,False,False,False,True,False,False,True,False
1422,1177.0,4.0,0,1393,779,1999.0,2599,14774,108.0,165.0,30,5,9,1393,1999,1999,12.716402146247477,False,False,True,False,False,False,False,True,False,False,False,True,False
948,0.0,3.0,732,216,280,1956.0,948,8190,60.0,0.0,36,6,4,948,1954,1954,11.686878772093667,False,False,True,False,False,False,True,False,False,True,False,False,True
1092,1020.0,4.0,500,176,576,1969.0,2112,11075,85.0,0.0,0,5,6,952,1969,1969,12.239990863733636,False,True,False,False,False,False,False,False,False,True,False,False,True
1630,0.0,3.0,0,1622,860,2008.0,1630,10226,61.0,270.0,42,5,8,1622,2008,2008,12.596400426884427,True,False,False,False,False,False,False,True,True,False,False,False,False
1352,0.0,2.0,0,1352,466,2006.0,1352,4230,47.0,0.0,241,5,7,1352,2006,2007,12.249610947544657,False,False,True,False,False,False,False,True,False,True,False,True,False
1787,0.0,3.0,0,1753,748,2001.0,1787,14781,69.0,178.0,150,5,8,1753,2001,2002,12.524526376648708,True,False,False,False,False,False,False,True,True,False,False,True,False
948,0.0,3.0,492,372,248,1954.0,948,10215,75.0,132.0,0,5,4,864,1954,1954,11.617285480294472,False,False,True,False,False,False,False,False,False,True,False,False,True
1478,0.0,3.0,189,628,442,1957.0,1478,8400,70.0,0.0,0,3,6,1478,1957,1957,11.960811288962343,False,False,True,False,False,False,False,False,True,False,False,False,True
720,0.0,2.0,0,0,287,1955.0,720,6627,69.0,0.0,0,6,3,0,1949,1950,11.191341840842766,False,False,True,False,False,False,False,True,False,True,False,False,True
1061,862.0,3.0,674,76,564,1992.0,1923,10186,107.0,0.0,39,5,7,750,1992,1992,12.154779351142624,False,False,True,False,True,False,False,False,True,False,False,True,False
708,0.0,2.0,280,140,0,1980.0,708,5330,50.0,0.0,0,7,4,420,1940,1950,11.320553572322773,False,False,True,False,False,True,False,False,False,True,True,False,False
1795,0.0,2.0,0,1795,895,2007.0,1795,9986,75.0,428.0,49,5,8,1795,2006,2007,11.898187865760873,False,False,False,False,False,False,False,True,True,False,False,True,False
796,0.0,2.0,0,796,0,1980.0,796,3636,40.0,0.0,0,4,4,796,1922,1950,10.915088464214609,False,False,True,False,False,False,False,True,False,True,False,False,True
774,0.0,3.0,544,0,0,1980.0,774,4270,70.0,0.0,0,6,3,544,1931,2006,11.27720313144916,False,False,True,False,False,False,True,False,False,True,False,True,False
816,0.0,3.0,641,175,264,1982.0,816,6600,60.0,0.0,0,9,5,816,1982,2008,11.779128505744886,False,False,True,False,False,False,False,False,False,True,False,True,False
1584,1208.0,3.0,493,1017,520,1920.0,2792,10440,60.0,0.0,547,7,6,1510,1920,1950,12.4529327234617,False,False,True,False,False,True,False,False,False,True,False,False,True
955,0.0,3.0,0,935,462,1998.0,1632,9084,63.0,0.0,28,5,7,935,1998,1998,12.081076155355488,False,False,True,False,False,False,False,True,False,False,False,False,True
1588,0.0,3.0,0,1588,825,2006.0,1588,10000,85.0,410.0,45,5,8,1588,2006,2006,12.33270529646354,False,False,False,False,False,False,False,True,False,True,False,True,False
954,0.0,3.0,483,428,576,1976.0,954,10780,55.0,0.0,0,5,5,911,1976,1976,11.794337924408412,False,False,False,False,False,False,False,False,False,True,False,False,True
816,0.0,2.0,690,126,288,1958.0,816,8877,67.0,0.0,0,6,4,816,1938,1958,11.512925464970229,False,True,False,False,False,False,False,False,False,True,False,False,True
803,557.0,2.0,0,803,297,1951.0,1360,7200,60.0,0.0,65,6,5,803,1938,1995,11.740061037553977,False,False,True,False,False,False,False,True,False,True,False,True,False
